	Name	Address	Phone	Longitude	Latitude
2269	Liberto	gorod Moskva, Seleznevskaja ulitsa, dom 15, stroenie 2	(499) 978-22-71	37.60783843079783	55.78098715759519
2270	Lambik	gorod Moskva, Dolgorukovskaja ulitsa, dom 19, stroenie 7	(495) 542-00-37	37.60314601959559	55.77525637340023
2271	Kofe Hauz	gorod Moskva, Nikol'skaja ulitsa, dom 11-13, stroenie 5	(495) 221-83-81	37.621987746	55.757064191999966
2272	VANIL'NOE NEBO	gorod Moskva, Nikol'skaja ulitsa, dom 11-13, stroenie 3	(495) 606-01-53	37.621114	55.756804
2273	Varenichnaja №1	gorod Moskva, Nikol'skaja ulitsa, dom 11-13, stroenie 2	(962) 988-41-63	37.621426	55.756629
2275	Bar	gorod Moskva, Bol'shaja Akademicheskaja ulitsa, dom 13A	(495) 450-37-75	37.52494546743461	55.82298073902565
2276	Pri Zheleznodorozhnom kolledzhe №52	gorod Moskva, Bojtsovaja ulitsa, dom 6, korpus 8B	(499) 160-90-70	37.71842554144022	55.80953428965153
2277	LOZA	gorod Moskva, Institutskij pereulok, dom 2	(909) 986-34-30	37.614498532842596	55.78441672903561
2278	OLE-OLE	gorod Moskva, ulitsa Obraztsova, dom 31, stroenie 3	(495) 785-11-46	37.608972703776836	55.792434520626905
2279	KULINARIJa DUBRAVA	gorod Moskva, ulitsa Obraztsova, dom 31, stroenie 3	(495) 785-11-46	37.608972703776836	55.792434520626905
2280	Bufet pri Moskovskoj Finansovo-juridicheskoj akademii (uchebnyj korpus)	gorod Moskva, ulitsa Plescheeva, dom 16A	(499) 127-21-01	37.61458249369515	55.8862808100896
2281	Stolovaja pri kolledzhe №13	gorod Moskva, Bibirevskaja ulitsa, dom 6, korpus 1	(499) 901-89-27	37.598777645219	55.8807636189973
2282	GOU VPO Rossijskij gosudarstvennyj universitet innovatsionnyh tehnologij i predprinimatel'stva	gorod Moskva, ulitsa Dobroljubova, dom 20A	(499) 261-05-20	37.59425081222199	55.81721308722789
2283	Stolovaja	gorod Moskva, Novodmitrovskaja ulitsa, dom 5A, stroenie 1	(916) 684-73-73	37.5875129924832	55.806467872935805
2284	Oranzhereja	gorod Moskva, Novodmitrovskaja ulitsa, dom 5A, stroenie 1	(499) 967-75-10	37.58782916120939	55.80652314062964
2285	Ostankinskij molochnyj kombinat	gorod Moskva, Ogorodnyj proezd, dom 14	(495) 618-73-32	37.6017150923074	55.814393295988445
2286	GBOU Shkola № 2054	gorod Moskva, Bol'shoj Karetnyj pereulok, dom 22, stroenie 6	(495) 699-53-19	37.61797923251781	55.7724465314389
2287	GBOU Mnogoprofil'nyj litsej № 1501	gorod Moskva, ulitsa Dostoevskogo, dom 25, stroenie 1	(499) 973-02-83	37.606593389189115	55.78367069899821
2288	Mnogoprofil'nyj litsej 1501	gorod Moskva, 3-j Samotechnyj pereulok, dom 14, stroenie 1	(495) 393-03-57	37.6141155409089	55.77976770774073
2289	GBOU Mnogoprofil'nyj litsej № 1501	gorod Moskva, Suschevskaja ulitsa, dom 32	(499) 973-02-84	37.6020174398146	55.78382054618138
2290	GBOU Mnogoprofil'nyj litsej 1501	gorod Moskva, Dolgorukovskaja ulitsa, dom 6, stroenie 2	(499) 973-02-84	37.60482866362012	55.775989137733475
2291	GBOU Gimnazija № 1540	gorod Moskva, Novoslobodskaja ulitsa, dom 57, stroenie 1	(499) 978-35-84	37.59216218237656	55.78689067231299
2292	BUFET	gorod Moskva, ulitsa Malaja Dmitrovka, dom 6, stroenie 1	(495) 299-32-20	37.6064378846213	55.76779356185511
2293	GBOU Mnogoprofil'nyj litsej № 1501	gorod Moskva, ulitsa Malaja Dmitrovka, dom 14A, stroenie 5	(499) 973-02-83	37.60703077050985	55.770106516499716
2294	Klub Avrora	gorod Moskva, ulitsa Petrovskie Linii, dom 2	(495) 621-15-61	37.618481560515136	55.7638999909895
2295	Tamerlan	gorod Moskva, ulitsa Petrovskie Linii, dom 2	(495) 790-00-32	37.618481560515136	55.7638999909895
2296	BAR	gorod Moskva, ulitsa Petrovskie Linii, dom 2	(495) 921-42-68	37.61849919284692	55.763889765342554
2297	BUFET	gorod Moskva, ulitsa Petrovskie Linii, dom 2	(495) 923-23-56	37.61849919284692	55.763889765342554
2298	KARETNYJ RJaD	gorod Moskva, ulitsa Karetnyj Rjad, dom 2	(495) 699-30-21	37.611201166307005	55.7711394937128
2299	Blek star burger	gorod Moskva, Tsvetnoj bul'var, dom 11, stroenie 2	(495) 624-96-96	37.62072764524449	55.769895247314
2300	PRAJM	gorod Moskva, Tsvetnoj bul'var, dom 11, stroenie 2	(495) 664-23-63	37.620408901507574	55.77010170768196
2301	Grabli	gorod Moskva, Tsvetnoj bul'var, dom 11, stroenie 2	(495) 621-07-80	37.62083384162529	55.769941533929206
2302	Foood bazar	gorod Moskva, ulitsa Karetnyj Rjad, dom 3, stroenie 7	(495) 233-33-00	37.609065	55.770264
2303	Mjaso i pasta	gorod Moskva, Lesnaja ulitsa, dom 20, stroenie 2	(495) 150-14-75	37.591798	55.77901076410006
2304	Cheretto	gorod Moskva, Tsvetnoj bul'var, dom 11, stroenie 3	(495) 623-62-80	37.62070870642147	55.76970804791116
2305	Hinkal'naja	gorod Moskva, Neglinnaja ulitsa, dom 15, stroenie 1	(495) 276-15-00	37.619792199744396	55.763179098277796
2306	DANTE bar and kitchen	gorod Moskva, ulitsa Kuznetskij Most, dom 3, stroenie 2	(903) 780-40-40	37.61714139275289	55.76145744321196
2307	Pita i Suvlaki	gorod Moskva, Sadovaja-Samotechnaja ulitsa, dom 13, stroenie 1	(916) 239-20-78	37.61778881438941	55.77419915205284
2308	Korchma Taras Bul'ba	gorod Moskva, Sadovaja-Samotechnaja ulitsa, dom 13, stroenie 1	(495) 684-30-19	37.6174911841514	55.7740612144603
2309	GBOU Mnogoprofil'nyj litsej № 1501	gorod Moskva, Tihvinskaja ulitsa, dom 39, stroenie 2	(499) 973-02-84	37.59832321757627	55.79194225245522
2310	BUFET	gorod Moskva, Seleznevskaja ulitsa, dom 11A, stroenie 2	(903) 707-08-65	37.603654206612255	55.78122091035715
2311	BUTChER	gorod Moskva, ulitsa Malaja Dmitrovka, dom 20	(495) 609-64-14	37.6051860450906	55.7713168037438
2312	MART	gorod Moskva, ulitsa Petrovka, dom 25, stroenie 1	(495) 231-36-61	37.61426892561319	55.76697509176016
2313	Sport-bar	gorod Moskva, ulitsa Dekabristov, dom 8	(962) 935-44-46	37.5977252335476	55.865016656007
2314	STOLOVAJa-RAZDATOChNAJa PRI ShK. 289	gorod Moskva, Jasnyj proezd, dom 10, korpus 3	(499) 477-04-88	37.62909499999999	55.87633079253485
2315	STOLOVAJa-RAZDATOChNAJa PRI ShK. 957	gorod Moskva, Jasnyj proezd, dom 24, korpus 4	(499) 477-04-11	37.625011	55.876743792656036
2316	STOLOVAJa-RAZDATOChNAJa PRI ShK. 300	gorod Moskva, Jasnyj proezd, dom 10A	(499) 477-05-66	37.630089	55.875945792421895
2317	Allo Pitstsa	gorod Moskva, Poljarnaja ulitsa, dom 10, stroenie 1	(925) 715-98-95	37.638230822302134	55.874435089016856
2318	KAFE TREUGOL'NIK	gorod Moskva, ulitsa Sannikova, dom 17, stroenie 2	(499) 904-51-54	37.59889896975191	55.86279523908511
2319	PJaT' PJaTNITs	gorod Moskva, Severnyj bul'var, dom 7B	(499) 402-44-00	37.606744348461795	55.8676525342338
2320	Allo Pitstsa	gorod Moskva, Kostromskaja ulitsa, dom 14B	(495) 730-05-02	37.5984044772458	55.8847343812609
2321	STOL. PRI ShK. 1370	gorod Moskva, Kostromskaja ulitsa, dom 14B	(499) 902-31-51	37.598284183675595	55.884727703341
2322	Korner Gril'	gorod Moskva, Altuf'evskoe shosse, dom 16	(499) 903-68-41	37.58560859288138	55.85732011970621
2323	Chajhona №1	gorod Moskva, Altuf'evskoe shosse, dom 16	(499) 903-72-00	37.58559261876263	55.85731072316577
2324	BAR PRI INTERNET-KAFE	gorod Moskva, Jasnyj proezd, dom 26, korpus 2	(499) 473-53-51	37.62212537307769	55.875637735646045
2325	Batoni	gorod Moskva, Novoslobodskaja ulitsa, dom 18	(499) 978-84-73	37.59938723759704	55.78230770317005
2326	TEATR KORShA	gorod Moskva, Petrovskij pereulok, dom 3, stroenie 1	(916) 292-20-02	37.61235655337791	55.76598975445751
2327	BARY 12345	gorod Moskva, Tsvetnoj bul'var, dom 13	(495) 628-89-41	37.620352908484705	55.770541543072
2328	ShOKOLADNITsA	gorod Moskva, Tsvetnoj bul'var, dom 13	(495) 779-74-39	37.6207193643913	55.7707694278433
2329	BUFET	gorod Moskva, ulitsa Bol'shaja Dmitrovka, dom 6	(495) 692-52-59	37.61377920571705	55.762157312086686
2330	Oranzhereja	gorod Moskva, Suschevskaja ulitsa, dom 21	(926) 756-97-83	37.6004818792849	55.78224612819326
2331	Pivnoj dom GiM	gorod Moskva, Suschevskaja ulitsa, dom 21	(499) 972-08-00	37.6014200116302	55.782302527655396
2332	MEAT PUPPETS	gorod Moskva, Suschevskaja ulitsa, dom 21	(499) 972-01-69	37.5995945017142	55.782112540457696
2333	Molodezh'	gorod Moskva, Suschevskaja ulitsa, dom 21, stroenie 8	(499) 978-51-20	37.59974699999997	55.78191376494471
2334	SPETsBUFET 1 «A»	gorod Moskva, ulitsa Bol'shaja Dmitrovka, dom 26	(495) 769-57-92	37.612476452613	55.76451452473448
2335	Bol'shoj	gorod Moskva, ulitsa Petrovka, dom 3, stroenie 2	(495) 798-86-51	37.61847521270791	55.7612837454198
2336	SLUZhEBNOE KAFE	gorod Moskva, Teatral'naja ploschad', dom 1	(495) 923-58-78	37.61852970396647	55.76023611404942
2337	ZRITEL'SKIJ BUFET	gorod Moskva, Teatral'naja ploschad', dom 1	(495) 923-58-78	37.61852970396647	55.76023611404942
2338	Brjussel'	gorod Moskva, ulitsa Malaja Dmitrovka, dom 18A, stroenie 3	(905) 216-27-66	37.605881628887424	55.771223378242034
2339	Bali	gorod Moskva, ulitsa Bol'shaja Dmitrovka, dom 32, stroenie 4	(968) 588-25-24	37.6115552164226	55.7656311690507
2340	UZBEKISTAN	gorod Moskva, Neglinnaja ulitsa, dom 29, stroenie 1	(495) 621-38-33	37.6207535886674	55.7664389952584
2341	Bufet «Koniks-Shkol'nik»	gorod Moskva, Leninskij prospekt, dom 132	(499) 432-87-68	37.5094416108219	55.666872131636495
2342	Stolovaja pri shkole № 1543 (1723)	gorod Moskva, Leninskij prospekt, dom 156, korpus 2	(495) 433-90-56	37.485615872009	55.6537134999054
2343	STOLOVAJa INSTITUTA PROBLEM MEHANIKI	gorod Moskva, prospekt Vernadskogo, dom 101, korpus 1	(495) 434-32-01	37.4881856489684	55.664792818835906
2344	Kafe «Daruma sushi»	gorod Moskva, prospekt Vernadskogo, dom 53	(495) 225-23-02	37.50234159193477	55.67322586303287
2345	Pokolenie	gorod Moskva, ulitsa Malaja Dmitrovka, dom 2, stroenie 1	(926) 799-99-34	37.606997606249465	55.766722490643545
2346	Da Pino	gorod Moskva, Delegatskaja ulitsa, dom 7, stroenie 1	(495) 748-16-48	37.6121327557448	55.7757275461562
2347	METROPOL'	gorod Moskva, Teatral'nyj proezd, dom 2	(495) 927-60-61	37.62163459729772	55.75843700819717
2348	ShALJaPIN	gorod Moskva, Teatral'nyj proezd, dom 2	(499) 501-78-00	37.62163459729772	55.75843700819717
2349	Kafe «Kruzhka»	gorod Moskva, prospekt Vernadskogo, dom 39	(499) 432-23-74	37.505265763561205	55.674930228726204
2350	STOLOVAJa shkola 38	gorod Moskva, Michurinskij prospekt, dom 40	(495) 932-49-78	37.4930187688898	55.6965369470511
2351	STOLOVAJa shkoly 1214	gorod Moskva, Mosfil'movskaja ulitsa, dom 21	(499) 143-03-06	37.5147339330735	55.714176694154894
2352	STOLOVAJa shkola 37	gorod Moskva, ulitsa Stoletova, dom 3	(499) 739-35-28	37.503868999	55.703238
2353	STOLOVAJa ShKOLA 14 (598)	gorod Moskva, ulitsa Akademika Anohina, dom 36	(495) 437-61-15	37.467291020018806	55.6588611138743
2354	STOLOVAJa ShKOLA 14	gorod Moskva, ulitsa Akademika Anohina, dom 32	(495) 441-61-81	37.4660126301092	55.6623988782794
2355	STOLOVAJa shkoly 12	gorod Moskva, 2-j Setun'skij proezd, dom 9	(499) 795-54-22	37.5329407678674	55.7309687634146
2356	STOLOVAJa shkola 74	gorod Moskva, ulitsa Pyr'eva, dom 11	(495) 143-09-95	37.5233170019217	55.7276036771464
2357	Bar-shashlychnaja «Ochakovskie bani»	gorod Moskva, Bol'shaja Ochakovskaja ulitsa, dom 35	(495) 437-54-32	37.449877445488525	55.677805460476016
2358	Kafe «Jakitorija»	gorod Moskva, ulitsa Koshtojantsa, dom 2, korpus 1	(499) 131-33-97	37.491946797755105	55.6813103772624
2359	BUFET pri VAVT	gorod Moskva, ulitsa Pudovkina, dom 4A	(499) 147-15-15	37.533048687557	55.727577378248895
2360	Bar «LJuKS»	gorod Moskva, ulitsa Michurinskij Prospekt, Olimpijskaja Derevnja, dom 4, korpus 1	(495) 437-54-08	37.470452551147396	55.676598889747105
2361	Restoran «Ljuks»	gorod Moskva, ulitsa Michurinskij Prospekt, Olimpijskaja Derevnja, dom 4, korpus 1	(495) 437-35-98	37.4700802744197	55.6762640520136
2362	STOLOVAJa pri «LJuKS»	gorod Moskva, ulitsa Michurinskij Prospekt, Olimpijskaja Derevnja, dom 4, korpus 1	(495) 437-54-08	37.4702943472752	55.6764759967529
2363	STOLOVAJa Uchebnyj korpus №4 GBOU Shkoly 814	gorod Moskva, Matveevskaja ulitsa, dom 34, korpus 2	(495) 441-15-11	37.463990330675124	55.70562474756439
2364	STOLOVAJa Strukturnoe podrazdelenie №4 GBOU ShKOLA 2025	gorod Moskva, Bol'shaja Ochakovskaja ulitsa, dom 18	(495) 430-71-20	37.45702898659849	55.683808191606154
2365	STOLOVAJa GKOU SKSh № 571	gorod Moskva, Bol'shaja Ochakovskaja ulitsa, dom 25	(495) 439-43-00	37.45345094981904	55.68007323260131
2366	STOLOVAJa strukturnogo podrazdelenija №3 GBOU ShKOLY 2025	gorod Moskva, Ozernaja ulitsa, dom 27, korpus 2	(495) 437-90-80	37.454857556649614	55.67405635138674
2367	STOLOVAJa shkola 1118	gorod Moskva, ulitsa Dovzhenko, dom 10	(499) 147-25-80	37.5118313673559	55.7206584252352
2368	STOLOVAJa Shkola №97 s doshkol'nym otdeleniem	gorod Moskva, Ochakovskoe shosse, dom 10, korpus 1	(495) 441-91-77	37.45740634060793	55.69545083685779
2369	Stolovaja	gorod Moskva, Belomorskaja ulitsa, dom 40	(495) 457-62-89	37.483090512612556	55.866455270503714
2370	Kolledzh Avtomobil'nogo transporta № 9	gorod Moskva, 1-j Ambulatornyj proezd, dom 8, stroenie 1	(495) 407-04-33	37.5324885805385	55.811391830895055
2371	Bufet	gorod Moskva, Onezhskaja ulitsa, dom 3	(495) 589-19-36	37.52095243521019	55.84510279309583
2372	GBOU Shkola № 1252 Doshkol'nyj korpus	gorod Moskva, Svetlyj proezd, dom 4A	(499) 157-13-00	37.493320000000004	55.813496774148255
2373	GBOU Shkola № 1252 1-e klassy	gorod Moskva, Volokolamskoe shosse, dom 14A	(499) 198-26-03	37.495111000000016	55.81023177319562
2374	GBOU Shkola № 1252 Nachal'naja shkola	gorod Moskva, Volokolamskoe shosse, dom 12	(499) 157-23-11	37.49616600000001	55.80936877294388
2375	GBOU Shkola № 1252 Dopolnitel'noe obrazovanie	gorod Moskva, Volokolamskoe shosse, dom 6	(499) 157-13-00	37.500661	55.80831677263699
2376	Stolovaja pri shkole	gorod Moskva, Klinskaja ulitsa, dom 24	(495) 451-20-71	37.49015157056544	55.87189249572048
2377	Stolovaja pri shkole	gorod Moskva, Klinskaja ulitsa, dom 22	(495) 451-14-90	37.490678992853134	55.87132085441893
2378	Bufet	gorod Moskva, Flotskaja ulitsa, dom 64	(495) 589-19-36	37.508082491229146	55.854748507682
2379	Bufet	gorod Moskva, Kronshtadtskij bul'var, dom 33	(495) 589-19-36	37.49998643198335	55.84422526676597
2380	Bufet shkoly 692	gorod Moskva, Leningradskoe shosse, dom 94A	(495) 457-82-21	37.47330307608701	55.85613134679263
2381	Bufet shkoly 158	gorod Moskva, Valdajskij proezd, dom 14	(495) 457-82-21	37.46861127289622	55.86819479123481
2382	Bufet shkoly 153	gorod Moskva, Pribrezhnyj proezd, dom 12	(499) 152-73-11	37.46526240115607	55.87341429308213
2383	GBOU Shkola № 149	gorod Moskva, ulitsa Vrubelja, dom 6	(499) 158-03-31	37.500676359146944	55.80556121125712
2384	Stolovaja	gorod Moskva, Kronshtadtskij bul'var, dom 20A, korpus 1	(495) 450-16-54	37.509397730522345	55.84321856564191
2385	GBOU Shkola № 90	gorod Moskva, 2-ja Peschanaja ulitsa, dom 4A	(499) 157-23-11	37.516373	55.79418476851754
2386	Stolovaja kolledzha arhitektury i stroitel'stva № 7	gorod Moskva, ulitsa Usievicha, dom 31A	(499) 151-81-84	37.51584320452865	55.80780582367392
2387	Bufet shkoly № 684	gorod Moskva, ulitsa Usievicha, dom 31A	(499) 151-24-81	37.51584320452865	55.80780582367392
2388	Stolovaja pri shkole	gorod Moskva, Festival'naja ulitsa, dom 69	(495) 456-13-77	37.50302206728416	55.86263778776428
2389	Stolovaja	gorod Moskva, Levoberezhnaja ulitsa, dom 6	(495) 458-05-31	37.47713780424185	55.87250691891792
2390	Luna	gorod Moskva, Mihalkovskaja ulitsa, dom 38, stroenie 6	(495) 972-84-00	37.518222	55.8412867822677
2391	Stolovaja pri shkole	gorod Moskva, Klinskaja ulitsa, dom 20	(495) 451-01-90	37.49202712003788	55.86926074583744
2392	Stolovaja pri shkole	gorod Moskva, Petrozavodskaja ulitsa, dom 19A	(495) 455-03-11	37.489827389920144	55.86613982311366
2393	Stolovaja pri kolledzhe	gorod Moskva, Festival'naja ulitsa, dom 51	(495) 454-74-41	37.492088584467126	55.86064450516746
2394	Stolovaja pri shkole	gorod Moskva, Flotskaja ulitsa, dom 11	(495) 453-44-28	37.5015922454713	55.85556147425164
2395	Stolovaja pri shkole	gorod Moskva, Flotskaja ulitsa, dom 11	(495) 453-44-28	37.5015922454713	55.85556147425164
2396	Stolovaja pri shkole	gorod Moskva, Festival'naja ulitsa, dom 16	(495) 454-02-80	37.49716658547013	55.85946628954343
2397	Bufet	gorod Moskva, Flotskaja ulitsa, dom 60	(495) 589-19-36	37.50791136364554	55.853733349671536
2398	Bufet	gorod Moskva, Avangardnaja ulitsa, dom 11A	(495) 589-19-36	37.485693907052976	55.84787930497548
2399	Bar v gostinitse	gorod Moskva, Leningradskoe shosse, dom 61, stroenie 4	(495) 626-92-96	37.467065714461	55.8588771343784
2400	StejkS	gorod Moskva, Leningradskoe shosse, dom 80, stroenie 1	(495) 601-94-32	37.4765178190292	55.8471637875285
2401	Knjazhij dvorik	gorod Moskva, Kronshtadtskij bul'var, dom 37G	(499) 347-21-06	37.5044449792901	55.84869967163711
2402	GBOU Shkola № 1251 Doshkol'noe uchrezhdenie	gorod Moskva, Peschanyj pereulok, dom 4A	(499) 158-09-33	37.508528	55.80056677037727
2403	Templ bar	gorod Moskva, ploschad' Ganetskogo, dom 1	(495) 955-92-80	37.5004304958078	55.8205334219676
2404	GBOU Shkola № 1251 Uchebnyj korpus 3	gorod Moskva, ulitsa Sal'vadora Al'ende, dom 9	(499) 152-31-34	37.50661399999999	55.79405676848025
2405	Sed'moj element	gorod Moskva, Novopeschanaja ulitsa, dom 10, stroenie 1	(499) 157-54-08	37.5142618632876	55.7991152660187
2406	Marmolada	gorod Moskva, Smol'naja ulitsa, dom 35, stroenie 2	(495) 457-51-31	37.48094279510986	55.86076986607172
2407	Chajhona №1	gorod Moskva, ulitsa Alabjana, dom 7	(495) 255-11-66	37.50810885681615	55.80185416550477
2408	Chajhona №1	gorod Moskva, Flotskaja ulitsa, dom 3	(495) 456-01-28	37.4853563659685	55.850637848721696
2409	Doner Haus	gorod Moskva, Kronshtadtskij bul'var, dom 3, stroenie 3	(495) 632-68-97	37.48609906376737	55.84019453783225
2410	Kafe «Vostochnaja skazka»	gorod Moskva, 3-ja Podrezkovskaja ulitsa, dom 14, stroenie 1	(495) 573-62-74	37.356682000000006	55.94049081141424
2411	Klub Karaoke	gorod Moskva, ulitsa Pravdy, dom 21, stroenie 2	(499) 257-05-93	37.5797849870182	55.787924769441
2412	Porto Mal'teze	gorod Moskva, ulitsa Pravdy, dom 21, stroenie 1	(495) 911-69-59	37.5806161412785	55.78751173646209
2413	Stolovaja GUTsEI im. M.N. Rumjantseva	gorod Moskva, 5-ja ulitsa Jamskogo Polja, dom 24	(495) 612-71-92	37.577797678703604	55.788650224238204
2414	Brajton	gorod Moskva, Petrovsko-Razumovskij proezd, dom 29	(495) 614-95-11	37.5615760313112	55.8041554915201
2415	Brajton-KORPOREJShN	gorod Moskva, Petrovsko-Razumovskij proezd, dom 29	(495) 614-95-11	37.561468742951	55.8040951929051
2416	Imperija Kino 2000	gorod Moskva, ulitsa Nizhnjaja Maslovka, dom 10	(499) 678-01-56	37.5780188310636	55.7925491801452
2417	Stolovaja VGTRK	gorod Moskva, 5-ja ulitsa Jamskogo Polja, dom 19-21, stroenie 1	(968) 762-37-00	37.5789445180741	55.78759583354529
2418	Siti Kafe	gorod Moskva, ulitsa Verhnjaja Maslovka, dom 20, stroenie 1	(495) 374-85-88	37.56249365612896	55.795409741700034
2419	Jacky Jacky Gastrobar	gorod Moskva, ulitsa Verhnjaja Maslovka, dom 20, stroenie 1	(499) 110-47-09	37.56249365612896	55.795409741700034
2420	Stolovaja gimnazii 1570	gorod Moskva, pereulok Raskovoj, dom 14A	(495) 612-02-61	37.5762928074123	55.78646793854058
2421	Stolovaja UVK 1601	gorod Moskva, ulitsa Nizhnjaja Maslovka, dom 16	(495) 613-37-18	37.5736871280062	55.7924079306591
2422	Bufet shkoly 1601	gorod Moskva, Vjatskaja ulitsa, dom 29	(495) 685-29-03	37.581388649341	55.797810116482204
2423	Stolovaja MGPU fakul'teta psihologii	gorod Moskva, Petrovsko-Razumovskij proezd, dom 27	(495) 612-70-69	37.561380871121905	55.802522992453
2424	VERONA STOLOVAJa ShKOLY № 1596	gorod Moskva, Prirechnaja ulitsa, dom 3	(999) 599-58-06	37.3720458990996	55.6424223622532
2425	VERONA STOLOVAJa ShKOLY № 1596	gorod Moskva, Prirechnaja ulitsa, dom 1	(999) 599-58-06	37.3713870092432	55.6415218841306
2426	VERONA STOLOVAJa ShKOLY № 1018	gorod Moskva, ulitsa Sholohova, dom 20	(999) 599-58-06	37.35087805024991	55.641482709641906
2427	VERONA STOLOVAJa ShKOLY № 1467	gorod Moskva, ulitsa Sholohova, dom 9	(999) 599-58-06	37.34792386053049	55.6389687111716
2428	Doner Kebab	gorod Moskva, ulitsa Sholohova, dom 4	(495) 733-54-07	37.358590491767295	55.63608413376289
2429	AELITA	gorod Moskva, Borovskoe shosse, dom 27, korpus 1	(495) 731-13-43	37.3664716288399	55.644206215771
2430	VERONA STOLOVAJa ShKOLY № 1432	gorod Moskva, ulitsa Sholohova, dom 19	(999) 599-58-06	37.3414490413146	55.642608661666806
2431	VERONA STOLOVAJa ShKOLY № 1015	gorod Moskva, Novoperedelkinskaja ulitsa, dom 13, korpus 1	(999) 599-58-06	37.362576282670595	55.640120521768196
2432	Shkola 1012	gorod Moskva, Rodnikovaja ulitsa, dom 20, korpus 1	(495) 934-76-21	37.381018823288564	55.63431252283343
2433	STOLOVAJa ShKOLY 859	gorod Moskva, Dorozhnaja ulitsa, dom 22A	(495) 381-88-62	37.61763178161648	55.599484908966204
2434	VERONA STOLOVAJa ShKOLY № 1238	gorod Moskva, Chobotovskaja ulitsa, dom 19	(999) 599-58-06	37.3456181723607	55.6451699533322
2435	GOU SPO «Stroitel'nyj kolledzh № 41»	gorod Moskva, ulitsa Aviatorov, dom 11	(495) 934-03-11	37.40829919114565	55.64012384090736
2436	Stolovaja gimnazii 1570	gorod Moskva, 5-ja ulitsa Jamskogo Polja, dom 28	(495) 612-71-81	37.5770938283163	55.789157183191904
2437	Stolovaja shkoly 1164	gorod Moskva, Pistsovaja ulitsa, dom 7A	(495) 685-17-65	37.5739300679742	55.7974225248459
2438	Bufet shkoly 211	gorod Moskva, Pistsovaja ulitsa, dom 14A	(495) 685-76-55	37.5734503857349	55.797946715785905
2439	Bufet shkoly 221	gorod Moskva, ulitsa Verhnjaja Maslovka, dom 26	(495) 612-62-01	37.5598916040521	55.7980166133408
2440	Stolovaja «GBOU SOSh 1158»	gorod Moskva, Sumskoj proezd, dom 19A	(495) 315-09-65	37.595477724035035	55.63159813866825
2441	Stolovaja «GBOU SOSh 1179»	gorod Moskva, Sumskoj proezd, dom 12, korpus 6	(495) 312-40-17	37.60840487636524	55.63663650838009
2443	Shkol'no-bazovaja stolovaja	gorod Moskva, Bol'shaja Butovskaja ulitsa, dom 9	(495) 712-76-33	37.58162937909879	55.54346107663127
2444	STOLOVAJa TsO 504 POLJuS	gorod Moskva, Chertanovskaja ulitsa, dom 59A	(495) 386-24-21	37.59158639554246	55.59991118025971
2445	ShKOLA 551 «KOMBINAT DOShKOL'NOGO PITANIJa»	gorod Moskva, Chongarskij bul'var, dom 12	(495) 118-66-10	37.61206173353687	55.653812721024906
2446	Stolovaja ShKOLA 537 «KOMBINAT DOShKOL'NOGO PITANIJa»	gorod Moskva, Balaklavskij prospekt, dom 6	(499) 619-48-40	37.61296159046872	55.64255671577562
2447	ShKOLA 515 «KOMBINAT DOShKOL'NOGO PITANIJa»	gorod Moskva, Artekovskaja ulitsa, dom 3	(499) 618-66-92	37.61412748004263	55.65095954443001
2448	TsO №1450 «KOMBINAT DOShKOL'NOGO PITANIJa»	gorod Moskva, Fruktovaja ulitsa, dom 9	(495) 118-66-92	37.61261662688692	55.65871732821984
2449	ShKOLA 1242 KDP	gorod Moskva, Vostrjakovskij proezd, dom 3A	(495) 383-97-81	37.641484402281904	55.58439502211329
2450	Stolovaja «GBOU SOSh 1179»	gorod Moskva, Chertanovskaja ulitsa, dom 1A, korpus 3	(495) 316-52-27	37.60920518524215	55.63831169044602
2451	Laundzh-kafe Svoi	gorod Moskva, Ovchinnikovskaja naberezhnaja, dom 6, stroenie 1	(926) 702-03-15	37.628370369129954	55.74560332380748
2452	PAB ANDERDOG	gorod Moskva, Klimentovskij pereulok, dom 14	(926) 013-54-34	37.626693141934624	55.74105307673478
2453	Burger King Burger King	gorod Moskva, Klimentovskij pereulok, dom 14	(964) 702-00-22	37.626693141934624	55.74105307673478
2454	Restoran «Bojarskij»	gorod Moskva, Danilovskaja naberezhnaja, dom 6A	(495) 959-68-24	37.63826851901144	55.70874904198797
2455	Plombir Dzhelaterija	gorod Moskva, Pjatnitskaja ulitsa, dom 73	(926) 302-08-95	37.62603052001208	55.73056758780184
2456	Bufet poligraficheskogo kolledzha 56	gorod Moskva, Poltavskaja ulitsa, dom 3	(495) 613-83-29	37.573392348258494	55.7935153788776
2457	Zamok	gorod Moskva, ulitsa Verhnjaja Maslovka, dom 10, stroenie 4	(495) 613-28-81	37.565753947280704	55.7932808466178
2458	Stolovaja «TsO №1450 «KOMBINAT DOShKOL'NOGO PITANIJa»	gorod Moskva, Bolotnikovskaja ulitsa, dom 6	(499) 613-22-66	37.612325776323324	55.657025011286045
2459	Restoran na Bolotnom	gorod Moskva, Bersenevskaja naberezhnaja, dom 12, stroenie 1	(499) 223-13-87	37.6092442499221	55.7423064249904
2460	Shokoladnitsa	gorod Moskva, ulitsa Bol'shaja Poljanka, dom 26, stroenie 1	(499) 643-27-98	37.618703097774535	55.737376707923296
